time_since_fade_in (s), phase_, amp (rad), freq (Hz), policy_output.at(motor_idx), policy_output.at(motor_idx) * params_.action_scales.at(motor_idx) (rad), motor_position (rad), motor_velocity (rad/s)
20.7337, 246.906, 0.2, 1, 0.191605, 0.191605, 0.17701, 0.714287
20.7407, 246.963, 0.2, 1, 0.188025, 0.188025, 0.179298, 0.587303
20.7425, 247.006, 0.2, 1, 0.184915, 0.184915, 0.181587, 0.587303
20.7479, 247.058, 0.2, 1, 0.180728, 0.180728, 0.183876, 0.587303
20.7505, 247.101, 0.2, 1, 0.176876, 0.176876, 0.186165, 0.587303
20.7545, 247.144, 0.2, 1, 0.172708, 0.172708, 0.187309, 0.46032
20.7602, 247.197, 0.2, 1, 0.167043, 0.167043, 0.188454, 0.30159
20.7632, 247.245, 0.2, 1, 0.161639, 0.161639, 0.188835, 0.174606
20.768, 247.297, 0.2, 1, 0.155238, 0.155238, 0.188835, 0.14286
20.7704, 247.34, 0.2, 1, 0.149703, 0.149703, 0.188454, 0.0158768
20.7752, 247.388, 0.2, 1, 0.143207, 0.143207, 0.188072, -0.0476227
20.7794, 247.436, 0.2, 1, 0.136254, 0.136254, 0.187691, -0.0793686
20.7817, 247.474, 0.2, 1, 0.130581, 0.130581, 0.186928, -0.14286
20.7878, 247.526, 0.2, 1, 0.122608, 0.122608, 0.185021, -0.269844
20.7913, 247.574, 0.2, 1, 0.114813, 0.114813, 0.181969, -0.523811
20.7944, 247.617, 0.2, 1, 0.107715, 0.107715, 0.179298, -0.682541
20.8, 247.67, 0.2, 1, 0.098685, 0.098685, 0.175484, -0.746033
20.8042, 247.724, 0.2, 1, 0.0891429, 0.0891429, 0.172051, -0.84127
20.8075, 247.773, 0.2, 1, 0.0802434, 0.0802434, 0.16671, -1.06349
20.8097, 247.811, 0.2, 1, 0.0732159, 0.0732159, 0.162132, -1.22222
20.8153, 247.859, 0.2, 1, 0.0641974, 0.0641974, 0.157172, -1.19048
20.8193, 247.907, 0.2, 1, 0.0550003, 0.0550003, 0.15145, -1.25397
20.8225, 247.951, 0.2, 1, 0.0466306, 0.0466306, 0.14611, -1.28571
20.8281, 248.004, 0.2, 1, 0.0362554, 0.0362554, 0.13848, -1.53968
20.831, 248.05, 0.2, 1, 0.0271049, 0.0271049, 0.132377, -1.7619
20.836, 248.103, 0.2, 1, 0.0166206, 0.0166206, 0.124366, -1.73016
20.8386, 248.146, 0.2, 1, 0.00792861, 0.00792861, 0.117881, -1.7619
20.8428, 248.191, 0.2, 1, -0.00101931, -0.00101931, 0.110252, -1.82539
20.8479, 248.243, 0.2, 1, -0.0114591, -0.0114591, 0.103767, -1.7619
20.8497, 248.281, 0.2, 1, -0.0191024, -0.0191024, 0.0957547, -1.7619
20.8552, 248.329, 0.2, 1, -0.0285662, -0.0285662, 0.0885068, -1.82539
20.8596, 248.379, 0.2, 1, -0.0384805, -0.0384805, 0.0801144, -1.95238
20.8638, 248.431, 0.2, 1, -0.0485112, -0.0485112, 0.072485, -2.01588
20.8679, 248.482, 0.2, 1, -0.0584656, -0.0584656, 0.0633298, -2.07937
20.873, 248.541, 0.2, 1, -0.0696298, -0.0696298, 0.054556, -2.17461
20.8739, 248.58, 0.2, 1, -0.0768227, -0.0768227, 0.0461636, -2.14286
20.8826, 248.651, 0.2, 1, -0.0896662, -0.0896662, 0.0373898, -2.11111
20.8851, 248.717, 0.2, 1, -0.101264, -0.101264, 0.0289965, -2.11111
20.8859, 248.736, 0.2, 1, -0.104521, -0.104521, 0.0206042, -2.14286
20.8928, 248.791, 0.2, 1, -0.113812, -0.113812, 0.010686, -2.11111
20.8937, 248.829, 0.2, 1, -0.119979, -0.119979, -0.000758095, -2.2381
20.8995, 248.879, 0.2, 1, -0.127739, -0.127739, -0.00609867, -2.26984
20.9047, 248.935, 0.2, 1, -0.136281, -0.136281, -0.0148725, -2.17461
20.9057, 248.974, 0.2, 1, -0.141771, -0.141771, -0.0244092, -2.26984
20.9129, 249.032, 0.2, 1, -0.14978, -0.14978, -0.0339469, -2.33334
20.9137, 249.07, 0.2, 1, -0.154693, -0.154693, -0.0427207, -2.26984
20.9195, 249.12, 0.2, 1, -0.160771, -0.160771, -0.0514945, -2.30159
20.9237, 249.17, 0.2, 1, -0.166603, -0.166603, -0.0610313, -2.20635
20.9277, 249.221, 0.2, 1, -0.171996, -0.171996, -0.0690421, -2.14286
20.9316, 249.271, 0.2, 1, -0.1769, -0.1769, -0.0778159, -2.17461
20.9345, 249.314, 0.2, 1, -0.180747, -0.180747, -0.0858268, -2.04762
20.9396, 249.364, 0.2, 1, -0.184816, -0.184816, -0.0938386, -1.95238
20.9443, 249.419, 0.2, 1, -0.188711, -0.188711, -0.101087, -1.88889
20.9476, 249.469, 0.2, 1, -0.191798, -0.191798, -0.108334, -1.82539
20.9497, 249.508, 0.2, 1, -0.193827, -0.193827, -0.114438, -1.69841
20.9554, 249.556, 0.2, 1, -0.195992, -0.195992, -0.120923, -1.57143
20.9596, 249.606, 0.2, 1, -0.197748, -0.197748, -0.127026, -1.63492
20.963, 249.652, 0.2, 1, -0.198916, -0.198916, -0.133893, -1.60317
20.968, 249.705, 0.2, 1, -0.199734, -0.199734, -0.138471, -1.44444
20.9705, 249.748, 0.2, 1, -0.199993, -0.199993, -0.144574, -1.25397
20.9746, 249.792, 0.2, 1, -0.199877, -0.199877, -0.149533, -1.50793
20.9799, 249.844, 0.2, 1, -0.199238, -0.199238, -0.154111, -1.34921
20.9826, 249.888, 0.2, 1, -0.198279, -0.198279, -0.158308, -0.968254
20.988, 249.94, 0.2, 1, -0.196637, -0.196637, -0.162504, -1
20.9897, 249.978, 0.2, 1, -0.195111, -0.195111, -0.165174, -0.873016
20.9966, 250.035, 0.2, 1, -0.192294, -0.192294, -0.168989, -0.777779
20.9977, 250.073, 0.2, 1, -0.190074, -0.190074, -0.172041, -0.809525
21.0047, 250.13, 0.2, 1, -0.186209, -0.186209, -0.175093, -0.809525
21.0076, 250.18, 0.2, 1, -0.18233, -0.18233, -0.177763, -0.714287
21.0097, 250.218, 0.2, 1, -0.179052, -0.179052, -0.178526, -0.46032
21.0154, 250.267, 0.2, 1, -0.174497, -0.174497, -0.178907, -0.14286
21.0204, 250.322, 0.2, 1, -0.168856, -0.168856, -0.178526, 0.0158768
21.0243, 250.377, 0.2, 1, -0.162746, -0.162746, -0.178907, -0.0158768
21.0257, 250.415, 0.2, 1, -0.158196, -0.158196, -0.178526, 0.0158768
21.0334, 250.476, 0.2, 1, -0.150417, -0.150417, -0.178526, 0.0476227
21.0342, 250.52, 0.2, 1, -0.144532, -0.144532, -0.178526, 0.0158768
21.0397, 250.565, 0.2, 1, -0.13814, -0.13814, -0.177763, 0.0793686
21.0429, 250.61, 0.2, 1, -0.131425, -0.131425, -0.176237, 0.269844
21.0479, 250.662, 0.2, 1, -0.123456, -0.123456, -0.175093, 0.365082
21.0515, 250.712, 0.2, 1, -0.11552, -0.11552, -0.173185, 0.428574
21.0545, 250.755, 0.2, 1, -0.108351, -0.108351, -0.171659, 0.46032
21.0603, 250.809, 0.2, 1, -0.0991047, -0.0991047, -0.169752, 0.46032
21.0636, 250.859, 0.2, 1, -0.0902705, -0.0902705, -0.1667, 0.555557
21.0675, 250.909, 0.2, 1, -0.0812939, -0.0812939, -0.163649, 0.746033
21.0715, 250.958, 0.2, 1, -0.0721733, -0.0721733, -0.158308, 1
21.0746, 251.002, 0.2, 1, -0.0639831, -0.0639831, -0.152585, 1.28571
21.0799, 251.054, 0.2, 1, -0.0540585, -0.0540585, -0.146863, 1.47619
21.0845, 251.11, 0.2, 1, -0.0431982, -0.0431982, -0.139996, 1.60318
21.0875, 251.159, 0.2, 1, -0.0334964, -0.0334964, -0.134274, 1.60318
21.0905, 251.202, 0.2, 1, -0.0249556, -0.0249556, -0.127026, 1.57143
21.0945, 251.245, 0.2, 1, -0.0163732, -0.0163732, -0.12016, 1.76191
21.0995, 251.295, 0.2, 1, -0.0064996, -0.0064996, -0.112149, 1.85714
21.1025, 251.338, 0.2, 1, 0.00210298, 0.00210298, -0.10452, 1.85714
21.1079, 251.39, 0.2, 1, 0.0124847, 0.0124847, -0.095746, 2.04762
21.1114, 251.438, 0.2, 1, 0.0221515, 0.0221515, -0.0877341, 2.07936
21.1145, 251.482, 0.2, 1, 0.0307004, 0.0307004, -0.0801048, 2.04762
21.1204, 251.536, 0.2, 1, 0.0414862, 0.0414862, -0.0709495, 2.14286
21.1235, 251.586, 0.2, 1, 0.0510817, 0.0510817, -0.0629386, 2.11111
21.1274, 251.635, 0.2, 1, 0.0604736, 0.0604736, -0.0537833, 2.20635
21.1314, 251.684, 0.2, 1, 0.0697537, 0.0697537, -0.0461539, 2.11111
21.1345, 251.727, 0.2, 1, 0.0777734, 0.0777734, -0.0369987, 2.07936
21.1395, 251.776, 0.2, 1, 0.0867357, 0.0867357, -0.0282239, 2.23809
21.1439, 251.828, 0.2, 1, 0.0959448, 0.0959448, -0.0205945, 2.11111
21.1475, 251.877, 0.2, 1, 0.1045, 0.1045, -0.0106763, 2.20635
21.1514, 251.926, 0.2, 1, 0.112736, 0.112736, -0.0019025, 2.26984
21.1545, 251.969, 0.2, 1, 0.11973, 0.11973, 0.00725277, 2.20635
21.1608, 252.027, 0.2, 1, 0.128736, 0.128736, 0.017171, 2.42857
21.1625, 252.07, 0.2, 1, 0.135221, 0.135221, 0.0251818, 2.30159
21.1678, 252.121, 0.2, 1, 0.14261, 0.14261, 0.0347195, 2.1746
21.1705, 252.164, 0.2, 1, 0.148515, 0.148515, 0.0434933, 2.26984
21.1772, 252.224, 0.2, 1, 0.156265, 0.156265, 0.0515042, 2.14286
21.1779, 252.265, 0.2, 1, 0.161177, 0.161177, 0.0606595, 2.1746
21.1825, 252.306, 0.2, 1, 0.16594, 0.16594, 0.0682889, 2.14286
21.1878, 252.357, 0.2, 1, 0.171416, 0.171416, 0.0766812, 2.07936
21.1914, 252.406, 0.2, 1, 0.176249, 0.176249, 0.085455, 2.11111
21.1945, 252.449, 0.2, 1, 0.180186, 0.180186, 0.0930844, 2.01587
21.2002, 252.503, 0.2, 1, 0.184594, 0.184594, 0.101478, 2.01587
21.2034, 252.552, 0.2, 1, 0.188144, 0.188144, 0.108344, 1.98413
21.2075, 252.601, 0.2, 1, 0.191252, 0.191252, 0.116355, 1.88889
21.2105, 252.645, 0.2, 1, 0.1936, 0.1936, 0.12284, 1.8254
21.2145, 252.688, 0.2, 1, 0.195587, 0.195587, 0.130088, 1.76191
21.2194, 252.737, 0.2, 1, 0.197397, 0.197397, 0.135047, 1.66667
21.2245, 252.792, 0.2, 1, 0.19888, 0.19888, 0.142295, 1.57143
21.2274, 252.841, 0.2, 1, 0.199673, 0.199673, 0.148017, 1.53968
21.2305, 252.884, 0.2, 1, 0.19998, 0.19998, 0.152595, 1.34921
21.2345, 252.927, 0.2, 1, 0.199917, 0.199917, 0.157172, 1.19048
21.2394, 252.976, 0.2, 1, 0.199397, 0.199397, 0.161751, 1.15873
21.2425, 253.019, 0.2, 1, 0.198546, 0.198546, 0.165947, 1.09524
21.2478, 253.07, 0.2, 1, 0.197046, 0.197046, 0.169762, 1.03175
21.2514, 253.119, 0.2, 1, 0.195139, 0.195139, 0.173576, 0.968254
21.2545, 253.162, 0.2, 1, 0.193077, 0.193077, 0.175865, 0.809525
21.2595, 253.212, 0.2, 1, 0.190248, 0.190248, 0.177773, 0.619049
21.2634, 253.261, 0.2, 1, 0.186991, 0.186991, 0.180061, 0.555557
21.2678, 253.312, 0.2, 1, 0.18309, 0.18309, 0.18235, 0.555557
21.2697, 253.351, 0.2, 1, 0.179888, 0.179888, 0.184258, 0.555557
21.2754, 253.399, 0.2, 1, 0.175435, 0.175435, 0.186165, 0.523811
21.2794, 253.448, 0.2, 1, 0.170511, 0.170511, 0.187309, 0.396828
21.2817, 253.486, 0.2, 1, 0.1664, 0.1664, 0.188454, 0.269844
21.2879, 253.538, 0.2, 1, 0.16043, 0.16043, 0.188835, 0.238098
21.2925, 253.594, 0.2, 1, 0.153536, 0.153536, 0.188835, 0.14286
21.2937, 253.632, 0.2, 1, 0.148534, 0.148534, 0.188454, 0.0158768
21.3006, 253.688, 0.2, 1, 0.140747, 0.140747, 0.188454, -0.0476227
21.3033, 253.737, 0.2, 1, 0.133723, 0.133723, 0.187309, -0.14286
21.3079, 253.789, 0.2, 1, 0.125824, 0.125824, 0.186546, -0.174606
21.3097, 253.827, 0.2, 1, 0.119811, 0.119811, 0.184258, -0.30159
21.3153, 253.875, 0.2, 1, 0.111905, 0.111905, 0.181206, -0.555557
21.3195, 253.924, 0.2, 1, 0.103644, 0.103644, 0.178154, -0.714287
21.3234, 253.973, 0.2, 1, 0.0951356, 0.0951356, 0.174721, -0.777779
21.3274, 254.022, 0.2, 1, 0.086457, 0.086457, 0.170143, -0.873016
21.3306, 254.066, 0.2, 1, 0.0784479, 0.0784479, 0.165184, -1.15873
21.3363, 254.12, 0.2, 1, 0.0683694, 0.0683694, 0.160225, -1.28571
21.3377, 254.158, 0.2, 1, 0.0611591, 0.0611591, 0.154883, -1.19048
21.3444, 254.213, 0.2, 1, 0.0506401, 0.0506401, 0.149924, -1.28571
21.3457, 254.251, 0.2, 1, 0.0432286, 0.0432286, 0.143821, -1.38095
21.3532, 254.311, 0.2, 1, 0.0313756, 0.0313756, 0.135429, -1.69841
21.3539, 254.353, 0.2, 1, 0.0232117, 0.0232117, 0.129706, -1.73016
21.3593, 254.398, 0.2, 1, 0.0141759, 0.0141759, 0.122077, -1.69841
21.3644, 254.453, 0.2, 1, 0.00318986, 0.00318986, 0.114829, -1.79365
21.3675, 254.502, 0.2, 1, -0.00662565, -0.00662565, 0.106818, -1.79365
21.3705, 254.545, 0.2, 1, -0.0152107, -0.0152107, 0.100715, -1.7619
21.3746, 254.589, 0.2, 1, -0.0238911, -0.0238911, 0.0923215, -1.85714
21.3794, 254.638, 0.2, 1, -0.033551, -0.033551, 0.0850735, -1.92063
21.3842, 254.691, 0.2, 1, -0.0441061, -0.0441061, 0.0766812, -1.98412
21.3857, 254.73, 0.2, 1, -0.0515173, -0.0515173, 0.0679074, -2.07937
21.3923, 254.784, 0.2, 1, -0.0619365, -0.0619365, 0.060278, -2.01588
21.3938, 254.822, 0.2, 1, -0.0692232, -0.0692232, 0.0511227, -2.14286
21.401, 254.881, 0.2, 1, -0.0801165, -0.0801165, 0.0431119, -2.11111
21.4025, 254.924, 0.2, 1, -0.0879766, -0.0879766, 0.0339566, -2.07937
21.4074, 254.973, 0.2, 1, -0.0965279, -0.0965279, 0.0248004, -2.20635
21.4131, 255.032, 0.2, 1, -0.106805, -0.106805, 0.0175525, -2.11111
21.4139, 255.072, 0.2, 1, -0.113493, -0.113493, 0.00763424, -2.14286
21.4195, 255.12, 0.2, 1, -0.121201, -0.121201, -0.000758095, -2.2381
21.4235, 255.169, 0.2, 1, -0.128913, -0.128913, -0.0095319, -2.14286
21.4274, 255.218, 0.2, 1, -0.136215, -0.136215, -0.0202131, -2.30159
21.4305, 255.261, 0.2, 1, -0.142378, -0.142378, -0.027461, -2.2381
21.4346, 255.305, 0.2, 1, -0.148346, -0.148346, -0.0362357, -2.17461
21.4396, 255.355, 0.2, 1, -0.154867, -0.154867, -0.0450095, -2.17461
21.4449, 255.413, 0.2, 1, -0.161945, -0.161945, -0.0534019, -2.11111
21.4457, 255.451, 0.2, 1, -0.166333, -0.166333, -0.0629386, -2.17461
21.453, 255.51, 0.2, 1, -0.172591, -0.172591, -0.0709495, -2.11111
21.4539, 255.55, 0.2, 1, -0.176473, -0.176473, -0.0793418, -2.04762
21.4596, 255.599, 0.2, 1, -0.180861, -0.180861, -0.0865897, -1.98412
21.4634, 255.648, 0.1, 1, -0.0924317, -0.0924317, -0.0942201, -1.88889
21.4678, 255.699, 0.1, 1, -0.0942353, -0.0942353, -0.101468, -1.82539
21.4723, 255.752, 0.1, 1, -0.0959007, -0.0959007, -0.108716, -1.82539
21.4737, 255.791, 0.1, 1, -0.0969119, -0.0969119, -0.115201, -1.69841
21.4816, 255.853, 0.1, 1, -0.0982642, -0.0982642, -0.121686, -1.60317
21.4831, 255.904, 0.1, 1, -0.0990839, -0.0990839, -0.127789, -1.60317
21.4874, 255.945, 0.1, 1, -0.099553, -0.099553, -0.131604, -1.38095
21.4913, 255.994, 0.1, 1, -0.0998933, -0.0998933, -0.130078, -0.523811
21.4962, 256.047, 0.1, 1, -0.0999973, -0.0999973, -0.125882, 0.682541
21.4977, 256.085, 0.1, 1, -0.0998964, -0.0998964, -0.123212, 0.873016
21.5042, 256.139, 0.1, 1, -0.099508, -0.099508, -0.119016, 0.936508
21.5076, 256.189, 0.1, 1, -0.0988876, -0.0988876, -0.115964, 0.904762
21.5122, 256.243, 0.1, 1, -0.0979447, -0.0979447, -0.112912, 0.777779
21.5137, 256.281, 0.1, 1, -0.0971042, -0.0971042, -0.109479, 0.809525
21.5209, 256.339, 0.1, 1, -0.0955522, -0.0955522, -0.102994, 1.15873
21.5225, 256.382, 0.1, 1, -0.0942057, -0.0942057, -0.0968904, 1.53968
21.5274, 256.431, 0.1, 1, -0.0924429, -0.0924429, -0.0946016, 1.22222
21.5314, 256.48, 0.1, 1, -0.0904686, -0.0904686, -0.0946016, 0.428574
21.5337, 256.518, 0.1, 1, -0.0887758, -0.0887758, -0.0953645, -0.0476227
21.5412, 256.578, 0.1, 1, -0.0858476, -0.0858476, -0.0961274, -0.174606
21.5428, 256.626, 0.1, 1, -0.0833303, -0.0833303, -0.0961274, -0.111115
21.5491, 256.681, 0.1, 1, -0.0801485, -0.0801485, -0.095746, 0.0793686
21.5507, 256.726, 0.1, 1, -0.0773865, -0.0773865, -0.095746, 0.0793686
21.5546, 256.768, 0.1, 1, -0.0746167, -0.0746167, -0.0961274, -0.0476227
21.5595, 256.818, 0.1, 1, -0.0712494, -0.0712494, -0.0965089, -0.0793686
21.5633, 256.866, 0.1, 1, -0.0677836, -0.0677836, -0.0968904, -0.0793686
21.5675, 256.915, 0.1, 1, -0.0640888, -0.0640888, -0.0961274, 0.0476227
21.5705, 256.958, 0.1, 1, -0.0607394, -0.0607394, -0.0946016, 0.269844
21.5764, 257.013, 0.1, 1, -0.0562831, -0.0562831, -0.0926942, 0.396828
21.5777, 257.051, 0.1, 1, -0.0530826, -0.0530826, -0.08926, 0.587303
21.5837, 257.102, 0.1, 1, -0.0487381, -0.0487381, -0.0865897, 0.777779
21.5874, 257.15, 0.1, 1, -0.0444229, -0.0444229, -0.0831565, 0.809525
21.591, 257.197, 0.1, 1, -0.040227, -0.040227, -0.0804862, 0.777779
21.596, 257.249, 0.1, 1, -0.0353633, -0.0353633, -0.0778159, 0.682541
21.5977, 257.287, 0.1, 1, -0.0317722, -0.0317722, -0.0747642, 0.682541
21.6036, 257.337, 0.1, 1, -0.0269776, -0.0269776, -0.0717124, 0.809525
21.6074, 257.386, 0.1, 1, -0.0222301, -0.0222301, -0.0678977, 0.904762
21.6114, 257.435, 0.1, 1, -0.0174599, -0.0174599, -0.064846, 0.873016
21.6137, 257.473, 0.1, 1, -0.0136873, -0.0136873, -0.0610313, 0.84127
21.6224, 257.541, 0.1, 1, -0.00696971, -0.00696971, -0.0572166, 0.968254
21.6231, 257.597, 0.1, 1, -0.00139667, -0.00139667, -0.0537833, 0.936508
21.6274, 257.628, 0.1, 1, 0.0017619, 0.0017619, -0.0514945, 0.777779
21.6321, 257.681, 0.1, 1, 0.00706991, 0.00706991, -0.0488242, 0.619049
21.6345, 257.725, 0.1, 1, 0.0113735, 0.0113735, -0.0434837, 0.84127
21.6394, 257.773, 0.1, 1, 0.0162065, 0.0162065, -0.0404319, 1.03175
21.6441, 257.826, 0.1, 1, 0.0214209, 0.0214209, -0.0362357, 1.12698
21.6475, 257.876, 0.1, 1, 0.0262035, 0.0262035, -0.0320396, 1.09524
21.6514, 257.924, 0.1, 1, 0.0308688, 0.0308688, -0.027461, 1.12698
21.6537, 257.963, 0.1, 1, 0.0344809, 0.0344809, -0.0236463, 1.06349
21.6613, 258.024, 0.1, 1, 0.0401335, 0.0401335, -0.0202131, 0.904762
21.6621, 258.066, 0.1, 1, 0.043991, 0.043991, -0.014491, 1.12698
21.6679, 258.114, 0.1, 1, 0.0482176, 0.0482176, -0.00991337, 1.31746
21.6713, 258.162, 0.1, 1, 0.0523864, 0.0523864, -0.00533573, 1.19048
21.6737, 258.2, 0.1, 1, 0.0555999, 0.0555999, -0.000376625, 1.12698
21.681, 258.259, 0.1, 1, 0.0604063, 0.0604063, 0.00381954, 1.19048
21.6825, 258.303, 0.1, 1, 0.0638094, 0.0638094, 0.00877865, 1.19048
21.689, 258.361, 0.1, 1, 0.0682011, 0.0682011, 0.0141192, 1.22222
21.6909, 258.407, 0.1, 1, 0.0714794, 0.0714794, 0.0183154, 1.22222
21.6946, 258.45, 0.1, 1, 0.0743953, 0.0743953, 0.0217486, 1.06349
21.7009, 258.507, 0.1, 1, 0.0781312, 0.0781312, 0.0251818, 0.904762
21.7025, 258.551, 0.1, 1, 0.0807743, 0.0807743, 0.0305224, 1.06349
21.7074, 258.6, 0.1, 1, 0.0835661, 0.0835661, 0.0347195, 1.15873
21.712, 258.652, 0.1, 1, 0.0863334, 0.0863334, 0.0392972, 1.12698
21.7137, 258.691, 0.1, 1, 0.0881982, 0.0881982, 0.0434933, 1.12698
21.7209, 258.749, 0.1, 1, 0.0907814, 0.0907814, 0.047308, 1.06349
21.7232, 258.796, 0.1, 1, 0.0926783, 0.0926783, 0.0511227, 0.936508
21.7273, 258.845, 0.1, 1, 0.0943857, 0.0943857, 0.054556, 0.936508
21.7309, 258.89, 0.1, 1, 0.0957885, 0.0957885, 0.0595151, 1.06349
21.7359, 258.942, 0.1, 1, 0.0971475, 0.0971475, 0.0625668, 1.03175
21.7377, 258.98, 0.1, 1, 0.0979833, 0.0979833, 0.0656186, 0.84127
21.7438, 259.032, 0.1, 1, 0.0988814, 0.0988814, 0.0679074, 0.714287
21.7473, 259.08, 0.1, 1, 0.0994873, 0.0994873, 0.0713406, 0.714287
21.7515, 259.13, 0.1, 1, 0.0998671, 0.0998671, 0.0743924, 0.809525
21.7537, 259.168, 0.1, 1, 0.099991, 0.099991, 0.0766812, 0.746033
21.7611, 259.228, 0.1, 1, 0.0998934, 0.0998934, 0.0785886, 0.587303
21.7628, 259.274, 0.1, 1, 0.0995746, 0.0995746, 0.0808774, 0.523811
21.7675, 259.321, 0.1, 1, 0.0990217, 0.0990217, 0.0831662, 0.555557
21.7718, 259.373, 0.1, 1, 0.0981712, 0.0981712, 0.0850735, 0.555557
21.7745, 259.416, 0.1, 1, 0.0972596, 0.0972596, 0.0873624, 0.523811
21.7794, 259.465, 0.1, 1, 0.096017, 0.096017, 0.0888882, 0.492065
21.7832, 259.512, 0.1, 1, 0.0945712, 0.0945712, 0.0896512, 0.396828
21.7873, 259.561, 0.1, 1, 0.0928856, 0.0928856, 0.0907956, 0.30159
21.7929, 259.619, 0.1, 1, 0.0905766, 0.0905766, 0.0915585, 0.238098
21.7937, 259.657, 0.1, 1, 0.0888976, 0.0888976, 0.0927029, 0.206352
21.8012, 259.717, 0.1, 1, 0.0859855, 0.0859855, 0.0930844, 0.206352
21.8019, 259.758, 0.1, 1, 0.0838334, 0.0838334, 0.0934659, 0.14286
21.8078, 259.807, 0.1, 1, 0.081073, 0.081073, 0.0934659, 0.111115
21.8113, 259.855, 0.1, 1, 0.0781763, 0.0781763, 0.0930844, 0.0158768
21.8137, 259.893, 0.1, 1, 0.0757392, 0.0757392, 0.0930844, -0.0158768
21.8209, 259.951, 0.1, 1, 0.0718071, 0.0718071, 0.0930844, 0.0158768
21.8225, 259.994, 0.1, 1, 0.0687487, 0.0687487, 0.0930844, -0.0158768
21.8278, 260.045, 0.1, 1, 0.0649362, 0.0649362, 0.0927029, -0.0793686
21.8319, 260.097, 0.1, 1, 0.0609193, 0.0609193, 0.09194, -0.111115
21.8337, 260.135, 0.1, 1, 0.0578569, 0.0578569, 0.0911771, -0.111115
21.8409, 260.193, 0.1, 1, 0.0530308, 0.0530308, 0.0915585, -0.0476227
21.8425, 260.236, 0.1, 1, 0.0493263, 0.0493263, 0.0907956, -0.0476227
21.8474, 260.286, 0.1, 1, 0.0449839, 0.0449839, 0.0904141, -0.111115
21.8519, 260.337, 0.1, 1, 0.0402988, 0.0402988, 0.0888882, -0.174606
21.8545, 260.38, 0.1, 1, 0.0363416, 0.0363416, 0.086218, -0.396828
21.8602, 260.434, 0.1, 1, 0.0312592, 0.0312592, 0.0827847, -0.714287
21.8625, 260.477, 0.1, 1, 0.027147, 0.027147, 0.0793515, -0.84127
21.868, 260.53, 0.1, 1, 0.0220621, 0.0220621, 0.0766812, -0.777779
21.8707, 260.574, 0.1, 1, 0.0177092, 0.0177092, 0.0740109, -0.682541
21.8759, 260.626, 0.1, 1, 0.0125757, 0.0125757, 0.0709592, -0.650795
21.8777, 260.664, 0.1, 1, 0.00879468, 0.00879468, 0.0671445, -0.809525
21.8837, 260.715, 0.1, 1, 0.0037178, 0.0037178, 0.0640927, -0.809525
21.8875, 260.764, 0.1, 1, -0.00122722, -0.00122722, 0.0606595, -0.809525
21.8915, 260.814, 0.1, 1, -0.00615757, -0.00615757, 0.0557004, -1
21.8937, 260.852, 0.1, 1, -0.00995064, -0.00995064, 0.0511227, -1.15873
21.9021, 260.918, 0.1, 1, -0.0164653, -0.0164653, 0.047308, -1.09524
21.9028, 260.969, 0.1, 1, -0.0215583, -0.0215583, 0.0431119, -0.968254
21.9086, 261.012, 0.1, 1, -0.0256888, -0.0256888, 0.0389157, -0.968254
21.9105, 261.055, 0.1, 1, -0.029819, -0.029819, 0.0347195, -1.03175
21.9145, 261.098, 0.1, 1, -0.0339251, -0.0339251, 0.0297595, -1.03175
21.9208, 261.156, 0.1, 1, -0.0392622, -0.0392622, 0.0263263, -1.06349
21.9225, 261.199, 0.1, 1, -0.0431848, -0.0431848, 0.0225116, -1.03175
21.9284, 261.254, 0.1, 1, -0.0481025, -0.0481025, 0.0186969, -0.904762
21.931, 261.3, 0.1, 1, -0.0521219, -0.0521219, 0.0152636, -0.84127
21.9359, 261.352, 0.1, 1, -0.0564803, -0.0564803, 0.00916012, -1.15873
21.9377, 261.39, 0.1, 1, -0.0595804, -0.0595804, 0.00420101, -1.34921
21.9436, 261.441, 0.1, 1, -0.0635287, -0.0635287, 4.84467e-06, -1.15873
21.9474, 261.49, 0.1, 1, -0.067234, -0.067234, -0.00419132, -1.03175
21.9514, 261.538, 0.1, 1, -0.0707513, -0.0707513, -0.00800602, -1
21.9537, 261.576, 0.1, 1, -0.0733944, -0.0733944, -0.0122022, -1
21.9613, 261.637, 0.1, 1, -0.0773809, -0.0773809, -0.0183057, -1.22222
21.9628, 261.684, 0.1, 1, -0.080274, -0.080274, -0.0225019, -1.28571
21.968, 261.733, 0.1, 1, -0.0830834, -0.0830834, -0.0263166, -1.06349
21.9726, 261.789, 0.1, 1, -0.0860978, -0.0860978, -0.0301322, -0.936508
21.9737, 261.827, 0.1, 1, -0.0879685, -0.0879685, -0.0347099, -1.03175
21.9808, 261.885, 0.1, 1, -0.0905561, -0.0905561, -0.0381431, -1
21.9826, 261.929, 0.1, 1, -0.0923367, -0.0923367, -0.0419578, -0.904762
21.9876, 261.979, 0.1, 1, -0.094143, -0.094143, -0.0465354, -1
21.9926, 262.035, 0.1, 1, -0.0958958, -0.0958958, -0.0503501, -1
21.9937, 262.074, 0.1, 1, -0.0969079, -0.0969079, -0.0526389, -0.777779
21.9994, 262.123, 0.1, 1, -0.0980007, -0.0980007, -0.0556907, -0.650795
22.0037, 262.173, 0.1, 1, -0.0988839, -0.0988839, -0.0587424, -0.746033
