time_since_fade_in (s), phase_, amp (rad), freq (Hz), policy_output.at(motor_idx), policy_output.at(motor_idx) * params_.action_scales.at(motor_idx) (rad), motor_position (rad), motor_velocity (rad/s)
0.23308, 2.98661, 0, 1, 0, 0, 0.00388809, 0.0158768
0.237111, 3.03946, 0, 1, 0, 0, 0.00388809, 0.0158768
0.239272, 3.0808, 0, 1, 0, 0, 0.00388809, 0.0158768
0.246728, 3.14384, 0, 1, -0, -0, 0.00388809, 0.0158768
0.247434, 3.18727, 0, 1, -0, -0, 0.00388809, 0.0158768
0.255657, 3.2541, 0, 1, -0, -0, 0.00388809, 0.0158768
0.256366, 3.30919, 0, 1, -0, -0, 0.00388809, 0.0158768
0.261033, 3.34786, 0, 1, -0, -0, 0.00388809, 0.0158768
0.264044, 3.39405, 0, 1, -0, -0, 0.00388809, 0.0158768
0.268978, 3.44613, 0, 1, -0, -0, 0.00388809, 0.0158768
0.273199, 3.49959, 0, 1, -0, -0, 0.00388809, 0.0158768
0.276214, 3.5469, 0, 1, -0, -0, 0.00388809, 0.0158768
0.279272, 3.58822, 0, 1, -0, -0, 0.00388809, 0.0158768
0.288156, 3.66029, 0, 1, -0, -0, 0.00388809, 0.0158768
0.288884, 3.72182, 0, 1, -0, -0, 0.00388809, 0.0158768
0.293195, 3.75509, 0, 1, -0, -0, 0.00388809, 0.0158768
0.296361, 3.80326, 0, 1, -0, -0, 0.00388809, 0.0158768
0.301527, 3.85878, 0, 1, -0, -0, 0.00388809, 0.0158768
0.303269, 3.90013, 0, 1, -0, -0, 0.00388809, 0.0158768
0.309027, 3.95251, 0, 1, -0, -0, 0.00388809, 0.0158768
0.313148, 4.00571, 0, 1, -0, -0, 0.00388809, 0.0158768
0.317125, 4.05865, 0, 1, -0, -0, 0.00388809, 0.0158768
0.321169, 4.11192, 0, 1, -0, -0, 0.00388809, 0.0158768
0.323269, 4.15326, 0, 1, -0, -0, 0.00388809, 0.0158768
0.329133, 4.20633, 0, 1, -0, -0, 0.00388809, 0.0158768
0.333153, 4.25949, 0, 1, -0, -0, 0.00388809, 0.0158768
0.338098, 4.31861, 0, 1, -0, -0, 0.00388809, 0.0158768
0.339267, 4.35993, 0, 1, -0, -0, 0.00388809, 0.0158768
0.34638, 4.42081, 0, 1, -0, -0, 0.00388809, 0.0158768
0.347271, 4.46217, 0, 1, -0, -0, 0.00388809, 0.0158768
0.354319, 4.52273, 0, 1, -0, -0, 0.00388809, 0.0158768
0.356136, 4.56942, 0, 1, -0, -0, 0.00388809, 0.0158768
0.359294, 4.61098, 0, 1, -0, -0, 0.00388809, 0.0158768
0.36755, 4.67915, 0, 1, -0, -0, 0.00388809, 0.0158768
0.368262, 4.73291, 0, 1, -0, -0, 0.00388809, 0.0158768
0.374064, 4.77934, 0, 1, -0, -0, 0.00388809, 0.0158768
0.377102, 4.83217, 0, 1, -0, -0, 0.00388809, 0.0158768
0.381057, 4.88477, 0, 1, -0, -0, 0.00388809, 0.0158768
0.38327, 4.92609, 0, 1, -0, -0, 0.00388809, 0.0158768
0.388903, 4.97768, 0, 1, -0, -0, 0.00388809, 0.0158768
0.39306, 5.03029, 0, 1, -0, -0, 0.00388809, 0.0158768
0.398069, 5.08923, 0, 1, -0, -0, 0.00388809, 0.0158768
0.39927, 5.13056, 0, 1, -0, -0, 0.00388809, 0.0158768
0.405049, 5.18308, 0, 1, -0, -0, 0.00388809, 0.0158768
0.409827, 5.2405, 0, 1, -0, -0, 0.00388809, 0.0158768
0.411267, 5.28182, 0, 1, -0, -0, 0.00388809, 0.0158768
0.418168, 5.34139, 0, 1, -0, -0, 0.00388809, 0.0158768
0.419274, 5.38276, 0, 1, -0, -0, 0.00388809, 0.0158768
0.42542, 5.43762, 0, 1, -0, -0, 0.00388809, 0.0158768
0.428044, 5.48383, 0, 1, -0, -0, 0.00388809, 0.0158768
0.434337, 5.54445, 0, 1, -0, -0, 0.00388809, 0.0158768
0.436077, 5.59086, 0, 1, -0, -0, 0.00388809, 0.0158768
0.441104, 5.64374, 0, 1, -0, -0, 0.00388809, 0.0158768
0.443271, 5.68509, 0, 1, -0, -0, 0.00388809, 0.0158768
0.449135, 5.73815, 0, 1, -0, -0, 0.00388809, 0.0158768
0.453092, 5.79094, 0, 1, -0, -0, 0.00388809, 0.0158768
0.45608, 5.8374, 0, 1, -0, -0, 0.00388809, 0.0158768
0.461381, 5.89202, 0, 1, -0, -0, 0.00388809, 0.0158768
0.463266, 5.93334, 0, 1, -0, -0, 0.00388809, 0.0158768
0.468053, 5.97961, 0, 1, -0, -0, 0.00388809, 0.0158768
0.473033, 6.03205, 0, 1, -0, -0, 0.00388809, 0.0158768
0.476953, 6.08395, 0, 1, -0, -0, 0.00388809, 0.0158768
0.479269, 6.12529, 0, 1, -0, -0, 0.00388809, 0.0158768
0.485393, 6.18001, 0, 1, -0, -0, 0.00388809, 0.0158768
0.489462, 6.23506, 0, 1, -0, -0, 0.00388809, 0.0158768
0.491272, 6.27642, 0, 1, -0, -0, 0.00388809, 0.0158768
0.497195, 6.32986, 0, 1, 0, 0, 0.00388809, 0.0158768
0.499273, 6.37123, 0, 1, 0, 0, 0.00388809, 0.0158768
0.507108, 6.43669, 0, 1, 0, 0, 0.00388809, 0.0158768
0.507815, 6.48489, 0, 1, 0, 0, 0.00388809, 0.0158768
0.512974, 6.53009, 0, 1, 0, 0, 0.00388809, 0.0158768
0.516047, 6.57631, 0, 1, 0, 0, 0.00388809, 0.0158768
0.521038, 6.62876, 0, 1, 0, 0, 0.00388809, 0.0158768
0.524054, 6.67504, 0, 1, 0, 0, 0.00388809, 0.0158768
0.53002, 6.73367, 0, 1, 0, 0, 0.00388809, 0.0158768
0.531269, 6.77501, 0, 1, 0, 0, 0.00388809, 0.0158768
0.537345, 6.8294, 0, 1, 0, 0, 0.00388809, 0.0158768
0.539277, 6.8708, 0, 1, 0, 0, 0.00388809, 0.0158768
0.546182, 6.93044, 0, 1, 0, 0, 0.00388809, 0.0158768
0.547273, 6.97181, 0, 1, 0, 0, 0.00388809, 0.0158768
0.554249, 7.03188, 0, 1, 0, 0, 0.00388809, 0.0158768
0.555278, 7.07329, 0, 1, 0, 0, 0.00388809, 0.0158768
0.561457, 7.12838, 0, 1, 0, 0, 0.00388809, 0.0158768
0.563302, 7.16997, 0, 1, 0, 0, 0.00388809, 0.0158768
0.568876, 7.22133, 0, 1, 0, 0, 0.00388809, 0.0158768
0.572952, 7.27324, 0, 1, 0, 0, 0.00388809, 0.0158768
0.577976, 7.33161, 0, 1, 0, 0, 0.00388809, 0.0158768
0.579276, 7.37302, 0, 1, 0, 0, 0.00388809, 0.0158768
0.585491, 7.42826, 0, 1, 0, 0, 0.00388809, 0.0158768
0.588018, 7.47431, 0, 1, 0, 0, 0.00388809, 0.0158768
0.593554, 7.53001, 0, 1, 0, 0, 0.00388809, 0.0158768
0.596853, 7.58134, 0, 1, 0, 0, 0.00388809, 0.0158768
0.599305, 7.62286, 0, 1, 0, 0, 0.00388809, 0.0158768
0.60541, 7.67762, 0, 1, 0, 0, 0.00388809, 0.0158768
0.608042, 7.72398, 0, 1, 0, 0, 0.00388809, 0.0158768
0.61332, 7.77788, 0, 1, 0, 0, 0.00388809, 0.0158768
0.617273, 7.83183, 0, 1, 0, 0, 0.00388809, 0.0158768
0.619256, 7.87311, 0, 1, 0, 0, 0.00388809, 0.0158768
0.626796, 7.93664, 0, 1, 0, 0, 0.00388809, 0.0158768
0.627504, 7.98094, 0, 1, 0, 0, 0.00388809, 0.0158768
0.633391, 8.03268, 0, 1, 0, 0, 0.00388809, 0.0158768
0.638125, 8.09194, 0, 1, 0, 0, 0.00388809, 0.0158768
0.63929, 8.13345, 0, 1, 0, 0, 0.00388809, 0.0158768
0.645011, 8.18566, 0, 1, 0, 0, 0.00388809, 0.0158768
0.649445, 8.24067, 0, 1, 0, 0, 0.00388809, 0.0158768
0.65127, 8.28202, 0, 1, 0, 0, 0.00388809, 0.0158768
0.657128, 8.33509, 0, 1, 0, 0, 0.00388809, 0.0158768
0.660919, 8.3867, 0, 1, 0, 0, 0.00388809, 0.0158768
0.663267, 8.42802, 0, 1, 0, 0, 0.00388809, 0.0158768
0.670092, 8.48709, 0, 1, 0, 0, 0.00388809, 0.0158768
0.671298, 8.52863, 0, 1, 0, 0, 0.00388809, 0.0158768
0.677261, 8.5825, 0, 1, 0, 0, 0.00388809, 0.0158768
0.679323, 8.62412, 0, 1, 0, 0, 0.00388809, 0.0158768
0.685863, 8.68175, 0, 1, 0, 0, 0.00388809, 0.0158768
0.687291, 8.72322, 0, 1, 0, 0, 0.00388809, 0.0158768
0.695011, 8.78804, 0, 1, 0, 0, 0.00388809, 0.0158768
0.695727, 8.8351, 0, 1, 0, 0, 0.00388809, 0.0158768
0.701017, 8.88173, 0, 1, 0, 0, 0.00388809, 0.0158768
0.703282, 8.92316, 0, 1, 0, 0, 0.00388809, 0.0158768
0.708894, 8.97471, 0, 1, 0, 0, 0.00388809, 0.0158768
0.713078, 9.02747, 0, 1, 0, 0, 0.00388809, 0.0158768
0.717957, 9.0856, 0, 1, 0, 0, 0.00388809, 0.0158768
0.719282, 9.12703, 0, 1, 0, 0, 0.00388809, 0.0158768
0.724997, 9.17922, 0, 1, 0, 0, 0.00388809, 0.0158768
0.729456, 9.23433, 0, 1, 0, 0, 0.00388809, 0.0158768
0.731298, 9.27582, 0, 1, 0, 0, 0.00388809, 0.0158768
0.737756, 9.33279, 0, 1, 0, 0, 0.00388809, 0.0158768
0.741198, 9.38626, 0, 1, 0, 0, 0.00388809, 0.0158768
0.743271, 9.42759, 0, 1, -0, -0, 0.00388809, 0.0158768
0.750864, 9.49152, 0, 1, -0, -0, 0.00388809, 0.0158768
0.751568, 9.53665, 0, 1, -0, -0, 0.00388809, 0.0158768
0.756705, 9.58323, 0, 1, -0, -0, 0.00388809, 0.0158768
0.759272, 9.62457, 0, 1, -0, -0, 0.00388809, 0.0158768
0.765456, 9.67965, 0, 1, -0, -0, 0.00388809, 0.0158768
0.768029, 9.72577, 0, 1, -0, -0, 0.00388809, 0.0158768
0.773878, 9.7835, 0, 1, -0, -0, 0.00388809, 0.0158768
0.776839, 9.8347, 0, 1, -0, -0, 0.00388809, 0.0158768
0.781004, 9.88693, 0, 1, -0, -0, 0.00388809, 0.0158768
0.783278, 9.92833, 0, 1, -0, -0, 0.00388809, 0.0158768
0.788933, 9.98013, 0, 1, -0, -0, 0.00388809, 0.0158768
0.793251, 10.0339, 0, 1, -0, -0, 0.00350662, 0.0158768
0.796996, 10.0861, 0, 1, -0, -0, 0.00350662, -0.0158768
0.799289, 10.1276, 0, 1, -0, -0, 0.00350662, -0.0158768
0.807026, 10.1925, 0, 1, -0, -0, 0.00350662, 0.0158768
0.807742, 10.2398, 0, 1, -0, -0, 0.00350662, 0.0158768
0.813099, 10.2868, 0, 1, -0, -0, 0.00350662, 0.0158768
0.817952, 10.345, 0, 1, -0, -0, 0.00350662, 0.0158768
0.819299, 10.3865, 0, 1, -0, -0, 0.00350662, 0.0158768
0.827604, 10.4551, 0, 1, -0, -0, 0.00350662, 0.0158768
0.82831, 10.5095, 0, 1, -0, -0, 0.00350662, 0.0158768
0.833834, 10.5539, 0, 1, -0, -0, 0.00350662, 0.0158768
0.836164, 10.6008, 0, 1, -0, -0, 0.00350662, 0.0158768
0.841102, 10.6537, 0, 1, -0, -0, 0.00350662, 0.0158768
0.844959, 10.7057, 0, 1, -0, -0, 0.00350662, 0.0158768
0.84808, 10.7521, 0, 1, -0, -0, 0.00350662, 0.0158768
0.853553, 10.8078, 0, 1, -0, -0, 0.00350662, 0.0158768
0.856935, 10.8596, 0, 1, -0, -0, 0.00350662, 0.0158768
0.861045, 10.9121, 0, 1, -0, -0, 0.00350662, 0.0158768
0.863271, 10.9535, 0, 1, -0, -0, 0.00350662, 0.0158768
0.870722, 11.0165, 0, 1, -0, -0, 0.00350662, 0.0158768
0.871435, 11.0599, 0, 1, -0, -0, 0.00350662, 0.0158768
0.877068, 11.1105, 0, 1, -0, -0, 0.00350662, 0.0158768
0.880998, 11.1627, 0, 1, -0, -0, 0.00350662, 0.0158768
0.883265, 11.204, 0, 1, -0, -0, 0.00350662, 0.0158768
0.888086, 11.2504, 0, 1, -0, -0, 0.00350662, 0.0158768
0.894492, 11.312, 0, 1, -0, -0, 0.00350662, 0.0158768
0.896166, 11.3587, 0, 1, -0, -0, 0.00350662, 0.0158768
0.900996, 11.4115, 0, 1, -0, -0, 0.00350662, 0.0158768
0.904116, 11.4582, 0, 1, -0, -0, 0.00350662, 0.0158768
0.908118, 11.5048, 0, 1, -0, -0, 0.00350662, 0.0158768
0.915493, 11.5727, 0, 1, -0, -0, 0.00350662, 0.0158768
0.9162, 11.6258, 0, 1, -0, -0, 0.00350662, 0.0158768
0.921031, 11.6665, 0, 1, -0, -0, 0.00350662, 0.0158768
0.924475, 11.7154, 0, 1, -0, -0, 0.00350662, 0.0158768
0.928844, 11.7666, 0, 1, -0, -0, 0.00350662, 0.0158768
0.932938, 11.8184, 0, 1, -0, -0, 0.00350662, 0.0158768
0.936065, 11.8648, 0, 1, -0, -0, 0.00350662, 0.0158768
0.940928, 11.9165, 0, 1, -0, -0, 0.00350662, 0.0158768
0.944831, 11.9677, 0, 1, -0, -0, 0.00350662, 0.0158768
0.948064, 12.014, 0, 1, -0, -0, 0.00350662, 0.0158768
0.954448, 12.0754, 0, 1, -0, -0, 0.00350662, 0.0158768
0.956037, 12.1215, 0, 1, -0, -0, 0.00350662, 0.0158768
0.96095, 12.1734, 0, 1, -0, -0, 0.00350662, 0.0158768
0.963267, 12.2147, 0, 1, -0, -0, 0.00350662, 0.0158768
0.968832, 12.2659, 0, 1, -0, -0, 0.00350662, 0.0158768
0.973, 12.3181, 0, 1, -0, -0, 0.00350662, 0.0158768
0.976999, 12.3703, 0, 1, -0, -0, 0.00350662, 0.0158768
0.980918, 12.422, 0, 1, -0, -0, 0.00350662, 0.0158768
0.983267, 12.4633, 0, 1, -0, -0, 0.00350662, 0.0158768
0.990416, 12.5244, 0, 1, -0, -0, 0.00350662, 0.0158768
0.991266, 12.5658, 0, 1, -0, -0, 0.00350662, 0.0158768
0.996818, 12.6169, 0, 1, 0, 0, 0.00350662, 0.0158768
1.001, 12.6691, 0, 1, 0, 0, 0.00350662, 0.0158768
1.00327, 12.7104, 0, 1, 0, 0, 0.00350662, 0.0158768
1.01005, 12.7693, 0, 1, 0, 0, 0.00350662, 0.0158768
1.01127, 12.8105, 0, 1, 0, 0, 0.00350662, 0.0158768
1.01683, 12.8617, 0, 1, 0, 0, 0.00350662, 0.0158768
1.02096, 12.9136, 0, 1, 0, 0, 0.00350662, 0.0158768
1.02327, 12.955, 0, 1, 0, 0, 0.00350662, 0.0158768
1.03055, 13.0169, 0, 1, 0, 0, 0.00350662, 0.0158768
1.03125, 13.0581, 0, 1, 0, 0, 0.00350662, 0.0158768
1.03627, 13.1059, 0, 1, 0, 0, 0.00350662, 0.0158768
1.04094, 13.1577, 0, 1, 0, 0, 0.00350662, 0.0158768
1.04328, 13.1991, 0, 1, 0, 0, 0.00350662, 0.0158768
1.04971, 13.2558, 0, 1, 0, 0, 0.00350662, 0.0158768
1.05216, 13.3028, 0, 1, 0, 0, 0.00350662, 0.0158768
1.05694, 13.3546, 0, 1, 0, 0, 0.00350662, 0.0158768
1.06091, 13.4062, 0, 1, 0, 0, 0.00350662, 0.0158768
1.06326, 13.4475, 0, 1, 0, 0, 0.00350662, 0.0158768
1.07061, 13.5099, 0, 1, 0, 0, 0.00350662, 0.0158768
1.07132, 13.5518, 0, 1, 0, 0, 0.00350662, 0.0158768
1.07726, 13.605, 0, 1, 0, 0, 0.00350662, 0.0158768
1.07926, 13.6463, 0, 1, 0, 0, 0.00350662, 0.0158768
1.08552, 13.7017, 0, 1, 0, 0, 0.00350662, 0.0158768
1.08726, 13.743, 0, 1, 0, 0, 0.00350662, 0.0158768
1.09464, 13.8056, 0, 1, 0, 0, 0.00350662, 0.0158768
1.09533, 13.8478, 0, 1, 0, 0, 0.00350662, 0.0158768
1.10108, 13.8995, 0, 1, 0, 0, 0.00350662, 0.0158768
1.10497, 13.9515, 0, 1, 0, 0, 0.00350662, 0.0158768
1.10954, 14.0071, 0, 1, 0, 0, 0.00350662, 0.0158768
1.11204, 14.0533, 0, 1, 0, 0, 0.00350662, 0.0158768
1.11704, 14.1058, 0, 1, 0, 0, 0.00350662, 0.0158768
1.12103, 14.1582, 0, 1, 0, 0, 0.00350662, 0.0158768
1.12325, 14.1995, 0, 1, 0, 0, 0.00350662, 0.0158768
1.12953, 14.255, 0, 1, 0, 0, 0.00350662, 0.0158768
1.13127, 14.2963, 0, 1, 0, 0, 0.00350662, 0.0158768
1.13724, 14.35, 0, 1, 0, 0, 0.00350662, 0.0158768
1.14102, 14.4024, 0, 1, 0, 0, 0.00350662, 0.0158768
1.14327, 14.4438, 0, 1, 0, 0, 0.00350662, 0.0158768
1.15025, 14.5038, 0, 1, 0, 0, 0.00350662, 0.0158768
1.15125, 14.5451, 0, 1, 0, 0, 0.00350662, 0.0158768
1.15686, 14.5964, 0, 1, 0, 0, 0.00350662, 0.0158768
1.16112, 14.6494, 0, 1, 0, 0, 0.00350662, 0.0158768
1.16427, 14.697, 0, 1, 0, 0, 0.00350662, 0.0158768
1.16951, 14.7525, 0, 1, 0, 0, 0.00350662, 0.0158768
1.17125, 14.7937, 0, 1, 0, 0, 0.00350662, 0.0158768
1.17698, 14.8458, 0, 1, 0, 0, 0.00350662, 0.0158768
1.17926, 14.8871, 0, 1, 0, 0, 0.00350662, 0.0158768
1.18721, 14.9532, 0, 1, 0, 0, 0.00350662, 0.0158768
1.18798, 15.0034, 0, 1, 0, 0, 0.00350662, 0.0158768
1.19437, 15.0555, 0, 1, 0, 0, 0.00350662, 0.0158768
1.19615, 15.1023, 0, 1, 0, 0, 0.00350662, 0.0158768
1.20113, 15.1553, 0, 1, 0, 0, 0.00350662, 0.0158768
1.20411, 15.202, 0, 1, 0, 0, 0.00350662, 0.0158768
1.20818, 15.2491, 0, 1, 0, 0, 0.00350662, 0.0158768
1.21433, 15.3095, 0, 1, 0, 0, 0.00350662, 0.0158768
1.2153, 15.351, 0, 1, 0, 0, 0.00350662, 0.0158768
1.22151, 15.4065, 0, 1, 0, 0, 0.00350662, 0.0158768
1.22411, 15.453, 0, 1, 0, 0, 0.00350662, 0.0158768
1.22997, 15.5114, 0, 1, 0, 0, 0.00350662, 0.0158768
1.23126, 15.5527, 0, 1, 0, 0, 0.00350662, 0.0158768
1.23713, 15.6057, 0, 1, 0, 0, 0.00350662, 0.0158768
1.2411, 15.6586, 0, 1, 0, 0, 0.00350662, 0.0158768
1.24328, 15.7, 0, 1, 0, 0, 0.00350662, 0.0158768
1.24977, 15.757, 0, 1, -0, -0, 0.00350662, 0.0158768
1.25126, 15.7983, 0, 1, -0, -0, 0.00350662, 0.0158768
1.25708, 15.851, 0, 1, -0, -0, 0.00350662, 0.0158768
1.25926, 15.8922, 0, 1, -0, -0, 0.00350662, 0.0158768
1.26735, 15.9592, 0, 1, -0, -0, 0.00350662, 0.0158768
1.2681, 16.011, 0, 1, -0, -0, 0.00350662, 0.0158768
1.27445, 16.0619, 0, 1, -0, -0, 0.00350662, 0.0158768
1.27526, 16.1031, 0, 1, -0, -0, 0.00350662, 0.0158768
1.28349, 16.1711, 0, 1, -0, -0, 0.00350662, 0.0158768
1.28428, 16.2249, 0, 1, -0, -0, 0.00350662, 0.0158768
1.29011, 16.2717, 0, 1, -0, -0, 0.00350662, 0.0158768
1.29127, 16.3131, 0, 1, -0, -0, 0.00350662, 0.0158768
1.29715, 16.3663, 0, 1, -0, -0, 0.00350662, 0.0158768
1.29926, 16.4075, 0, 1, -0, -0, 0.00350662, 0.0158768
1.30523, 16.4615, 0, 1, -0, -0, 0.00350662, 0.0158768
1.30969, 16.5176, 0, 1, -0, -0, 0.00350662, 0.0158768
1.31133, 16.5592, 0, 1, -0, -0, 0.00350662, 0.0158768
1.31712, 16.6121, 0, 1, -0, -0, 0.00350662, 0.0158768
1.32102, 16.6645, 0, 1, -0, -0, 0.00350662, 0.0158768
1.32326, 16.7058, 0, 1, -0, -0, 0.00388809, 0.0476227
1.32973, 16.7626, 0, 1, -0, -0, 0.00350662, 0.0158768
1.33127, 16.8039, 0, 1, -0, -0, 0.00350662, -0.0158768
1.33699, 16.8561, 0, 1, -0, -0, 0.00388809, 0.0476227
1.33927, 16.8974, 0, 1, -0, -0, 0.00350662, 0.0158768
1.34703, 16.9624, 0, 1, -0, -0, 0.00350662, -0.0158768
1.34777, 17.0099, 0, 1, -0, -0, 0.00350662, 0.0476227
1.35438, 17.0647, 0, 1, -0, -0, 0.00350662, 0.0158768
1.35528, 17.1062, 0, 1, -0, -0, 0.00350662, -0.0158768
1.36106, 17.1588, 0, 1, -0, -0, 0.00350662, 0.0158768
1.36599, 17.2172, 0, 1, -0, -0, 0.00350662, 0.0158768
1.36728, 17.2586, 0, 1, -0, -0, 0.00350662, 0.0158768
1.37513, 17.3242, 0, 1, -0, -0, 0.00388809, 0.174606
1.37586, 17.3728, 0, 1, -0, -0, 0.00350662, 0.0158768
1.38101, 17.4179, 0, 1, -0, -0, 0.00350662, -0.14286
1.38331, 17.4595, 0, 1, -0, -0, 0.00388809, 0.0476227
1.39006, 17.5183, 0, 1, -0, -0, 0.00350662, 0.0158768
1.39128, 17.5597, 0, 1, -0, -0, 0.00350662, -0.0158768
1.39701, 17.6119, 0, 1, -0, -0, 0.00388809, 0.0476227
1.40096, 17.6639, 0, 1, -0, -0, 0.00350662, 0.0476227
1.40328, 17.7053, 0, 1, -0, -0, 0.00350662, -0.0158768
1.40972, 17.762, 0, 1, -0, -0, 0.00350662, 0.0158768
1.41129, 17.8035, 0, 1, -0, -0, 0.00350662, 0.0476227
1.41698, 17.8555, 0, 1, -0, -0, 0.00388809, 0.0476227
1.41928, 17.8969, 0, 1, -0, -0, 0.00350662, 0.0158768
1.42693, 17.9613, 0, 1, -0, -0, 0.00350662, -0.0158768
1.42766, 18.0074, 0, 1, -0, -0, 0.00388809, 0.0476227
1.43428, 18.063, 0, 1, -0, -0, 0.00350662, 0.0158768
1.43527, 18.1043, 0, 1, -0, -0, 0.00350662, -0.0158768
1.44097, 18.1563, 0, 1, -0, -0, 0.00388809, 0.0476227
1.44586, 18.2139, 0, 1, -0, -0, 0.00350662, 0.0158768
1.44729, 18.2554, 0, 1, -0, -0, 0.00350662, -0.0158768
1.45501, 18.3203, 0, 1, -0, -0, 0.00350662, 0.0158768
1.4558, 18.368, 0, 1, -0, -0, 0.00388809, 0.0158768
1.46109, 18.4147, 0, 1, -0, -0, 0.00388809, 0.0476227
1.46329, 18.4561, 0, 1, -0, -0, 0.00350662, 0.0476227
1.4699, 18.514, 0, 1, -0, -0, 0.00350662, -0.0158768
1.47126, 18.5553, 0, 1, -0, -0, 0.00350662, -0.0158768
1.47694, 18.6072, 0, 1, -0, -0, 0.00388809, 0.0476227
1.4809, 18.6588, 0, 1, -0, -0, 0.00388809, 0.0158768
1.48491, 18.7104, 0, 1, -0, -0, 0.00350662, 0.0158768
1.4895, 18.7657, 0, 1, -0, -0, 0.00350662, 0.0476227
